epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,71.0919,1.48917,1.41,1.26739,0.53292,0.50749,0.46863,0.25487,1.7207,1.73889,1.54327,0.008548,0.008548,0.008548
24,74.1552,1.47406,1.40302,1.25907,0.48548,0.48529,0.45419,0.24509,1.73432,1.78453,1.58146,0.008482,0.008482,0.008482
25,77.2039,1.46707,1.3814,1.26743,0.46313,0.5589,0.48264,0.27228,1.68792,1.69797,1.52251,0.008416,0.008416,0.008416
26,80.2606,1.47355,1.37704,1.26225,0.48406,0.52829,0.47612,0.26254,1.72339,1.83233,1.55609,0.00835,0.00835,0.00835
27,83.2858,1.45826,1.33755,1.25737,0.51806,0.50039,0.47624,0.26428,1.75111,1.80824,1.58462,0.008284,0.008284,0.008284
28,86.3203,1.44622,1.325,1.24655,0.50455,0.537,0.47334,0.24929,1.78902,1.82802,1.56753,0.008218,0.008218,0.008218
29,89.3456,1.45408,1.32445,1.24544,0.54142,0.49359,0.49654,0.27212,1.68142,1.66143,1.53349,0.008152,0.008152,0.008152
30,92.4414,1.4152,1.27342,1.23852,0.50766,0.6005,0.52066,0.28384,1.72631,1.67111,1.5444,0.008086,0.008086,0.008086
31,95.4286,1.41425,1.25751,1.22661,0.50446,0.54253,0.47638,0.25431,1.75975,1.74056,1.56052,0.00802,0.00802,0.00802
32,98.4876,1.41867,1.26255,1.22995,0.51102,0.52643,0.48926,0.26326,1.72735,1.79652,1.53638,0.007954,0.007954,0.007954
33,101.477,1.41566,1.22426,1.22909,0.55495,0.51807,0.53114,0.28803,1.68696,1.64865,1.49628,0.007888,0.007888,0.007888
34,104.583,1.38866,1.20421,1.21873,0.50746,0.54404,0.50245,0.26588,1.78792,1.68404,1.53934,0.007822,0.007822,0.007822
35,107.646,1.3725,1.18125,1.19812,0.56881,0.57181,0.5427,0.30091,1.72931,1.6356,1.56753,0.007756,0.007756,0.007756
36,110.764,1.37141,1.18789,1.19991,0.52359,0.57132,0.51172,0.28666,1.63941,1.65884,1.51361,0.00769,0.00769,0.00769
37,113.798,1.37367,1.17878,1.20446,0.54798,0.54905,0.50729,0.28276,1.72736,1.72524,1.57753,0.007624,0.007624,0.007624
38,116.847,1.34153,1.15601,1.19001,0.57775,0.51953,0.50848,0.27526,1.70904,1.68451,1.56607,0.007558,0.007558,0.007558
39,119.934,1.34161,1.14551,1.17738,0.56685,0.54277,0.50324,0.27259,1.66999,1.70497,1.5118,0.007492,0.007492,0.007492
40,122.962,1.34388,1.14922,1.19076,0.5637,0.59259,0.54603,0.30755,1.67257,1.67616,1.5232,0.007426,0.007426,0.007426
41,126.03,1.34932,1.14533,1.20087,0.5754,0.57662,0.55506,0.31129,1.65271,1.61808,1.51024,0.00736,0.00736,0.00736
42,129.061,1.32209,1.10134,1.17416,0.51014,0.56241,0.50639,0.28011,1.75808,1.87776,1.54012,0.007294,0.007294,0.007294
43,132.041,1.3017,1.0814,1.16701,0.58153,0.52334,0.5214,0.29125,1.69474,1.69744,1.53398,0.007228,0.007228,0.007228
44,135.118,1.28238,1.06824,1.16323,0.57996,0.57755,0.58311,0.32873,1.6809,1.56925,1.56755,0.007162,0.007162,0.007162
45,138.11,1.27851,1.06056,1.14057,0.57476,0.54545,0.52647,0.2965,1.69496,1.69753,1.49971,0.007096,0.007096,0.007096
46,141.121,1.30634,1.10131,1.16187,0.60405,0.56457,0.56196,0.3081,1.6383,1.57287,1.4961,0.00703,0.00703,0.00703
47,144.196,1.29539,1.05324,1.16057,0.64491,0.55289,0.57719,0.33241,1.63295,1.57571,1.50064,0.006964,0.006964,0.006964
48,147.211,1.26703,1.04567,1.14728,0.55623,0.56845,0.53274,0.29716,1.75486,1.62385,1.54647,0.006898,0.006898,0.006898
49,150.194,1.25157,1.02568,1.14032,0.57049,0.57516,0.53351,0.29691,1.72315,1.603,1.54582,0.006832,0.006832,0.006832
50,153.249,1.24442,1.02525,1.138,0.57641,0.576,0.55299,0.32228,1.70988,1.64922,1.52309,0.006766,0.006766,0.006766
51,156.311,1.26252,1.0512,1.14783,0.54626,0.5574,0.52608,0.29912,1.67985,1.66424,1.49935,0.0067,0.0067,0.0067
52,159.299,1.24627,1.01159,1.12984,0.57348,0.59669,0.55579,0.31771,1.59308,1.59522,1.49346,0.006634,0.006634,0.006634
53,162.276,1.2311,0.99213,1.12518,0.59635,0.57282,0.57766,0.34057,1.67285,1.55307,1.52914,0.006568,0.006568,0.006568
54,165.345,1.22564,0.982,1.11397,0.65867,0.55579,0.57829,0.33637,1.62951,1.62675,1.48433,0.006502,0.006502,0.006502
55,168.368,1.23509,1.00056,1.13849,0.66071,0.5669,0.59975,0.3468,1.62049,1.51243,1.49451,0.006436,0.006436,0.006436
56,171.412,1.22044,0.97636,1.1325,0.57814,0.61866,0.58819,0.34002,1.66621,1.57135,1.49058,0.00637,0.00637,0.00637
57,174.41,1.21535,0.94874,1.11961,0.56259,0.59258,0.54435,0.31239,1.65948,1.6545,1.50297,0.006304,0.006304,0.006304
58,177.409,1.19171,0.95204,1.10592,0.62476,0.59621,0.57908,0.3258,1.69306,1.56115,1.52964,0.006238,0.006238,0.006238
59,180.387,1.19081,0.94236,1.09719,0.63171,0.58232,0.58118,0.32984,1.6987,1.59932,1.55713,0.006172,0.006172,0.006172
60,183.427,1.17767,0.90835,1.1141,0.60186,0.61866,0.59742,0.33839,1.68595,1.57616,1.54145,0.006106,0.006106,0.006106
61,186.42,1.16755,0.91474,1.10231,0.68875,0.55324,0.59817,0.34929,1.62841,1.57631,1.45797,0.00604,0.00604,0.00604
62,189.427,1.16775,0.91464,1.09092,0.64499,0.60631,0.62004,0.33961,1.67153,1.49065,1.51866,0.005974,0.005974,0.005974
63,192.409,1.17528,0.90944,1.09847,0.60745,0.60293,0.59229,0.33463,1.70696,1.54311,1.57286,0.005908,0.005908,0.005908
64,195.535,1.16054,0.90472,1.09138,0.64993,0.60108,0.58544,0.33485,1.65883,1.48496,1.51175,0.005842,0.005842,0.005842
65,198.518,1.15435,0.89335,1.10117,0.60479,0.63887,0.61927,0.36127,1.62657,1.48258,1.50109,0.005776,0.005776,0.005776
66,201.544,1.16308,0.8875,1.10171,0.6449,0.55551,0.60446,0.34076,1.62626,1.54531,1.5013,0.00571,0.00571,0.00571
67,204.572,1.13663,0.87794,1.08752,0.59754,0.6423,0.62439,0.36359,1.60878,1.53136,1.4798,0.005644,0.005644,0.005644
68,207.608,1.14468,0.86872,1.0749,0.58057,0.6432,0.59716,0.35889,1.59692,1.5571,1.49174,0.005578,0.005578,0.005578
69,210.596,1.12036,0.87146,1.07219,0.61201,0.63272,0.62451,0.36175,1.60221,1.5402,1.50011,0.005512,0.005512,0.005512
70,213.605,1.09343,0.8489,1.06606,0.63092,0.62624,0.61697,0.35008,1.62174,1.58955,1.49903,0.005446,0.005446,0.005446
71,216.568,1.11686,0.84446,1.08391,0.65551,0.56017,0.60835,0.35092,1.61406,1.52798,1.48804,0.00538,0.00538,0.00538
72,219.66,1.1202,0.8478,1.07523,0.60234,0.65619,0.61034,0.36068,1.60726,1.52524,1.50862,0.005314,0.005314,0.005314
73,222.839,1.09747,0.83446,1.06903,0.58973,0.6183,0.59775,0.35122,1.63428,1.61498,1.4954,0.005248,0.005248,0.005248
74,225.918,1.10547,0.838,1.07306,0.68885,0.55709,0.59619,0.34375,1.62064,1.58461,1.49633,0.005182,0.005182,0.005182
75,228.944,1.10352,0.83852,1.06621,0.65814,0.63101,0.62459,0.36242,1.60464,1.52773,1.48856,0.005116,0.005116,0.005116
76,232.072,1.10822,0.84434,1.07356,0.62252,0.65067,0.61465,0.35902,1.59968,1.43917,1.51314,0.00505,0.00505,0.00505
77,235.127,1.08668,0.81473,1.07419,0.62202,0.63054,0.61084,0.36725,1.64086,1.49855,1.51562,0.004984,0.004984,0.004984
78,238.295,1.06806,0.79782,1.04745,0.62255,0.63749,0.60768,0.35939,1.6171,1.45516,1.5079,0.004918,0.004918,0.004918
79,241.381,1.06897,0.78568,1.0498,0.65147,0.59811,0.59416,0.35035,1.67372,1.52551,1.53483,0.004852,0.004852,0.004852
80,244.517,1.05102,0.78954,1.04487,0.64322,0.60961,0.61127,0.3584,1.63216,1.49972,1.49152,0.004786,0.004786,0.004786
81,247.616,1.04714,0.77762,1.04366,0.59586,0.6612,0.61381,0.37258,1.64896,1.51371,1.5242,0.00472,0.00472,0.00472
82,250.639,1.0578,0.79016,1.06186,0.66902,0.61367,0.61224,0.36044,1.61082,1.53648,1.48435,0.004654,0.004654,0.004654
83,253.59,1.04254,0.77013,1.0444,0.62721,0.62006,0.62777,0.37799,1.56342,1.55847,1.48247,0.004588,0.004588,0.004588
84,256.581,1.02921,0.7631,1.04295,0.65201,0.62204,0.61697,0.36592,1.60531,1.49417,1.53845,0.004522,0.004522,0.004522
85,259.52,1.05079,0.76878,1.05098,0.66404,0.61162,0.62853,0.37043,1.61607,1.48023,1.53011,0.004456,0.004456,0.004456
86,262.483,1.03411,0.7558,1.03069,0.63911,0.62447,0.62087,0.37684,1.60683,1.47977,1.50638,0.00439,0.00439,0.00439
87,265.448,1.03019,0.75841,1.04174,0.64293,0.62681,0.62991,0.37508,1.65402,1.49646,1.52522,0.004324,0.004324,0.004324
88,268.427,1.04373,0.77084,1.03504,0.59116,0.66668,0.62566,0.37044,1.60966,1.49973,1.50543,0.004258,0.004258,0.004258
89,271.378,1.01562,0.75902,1.03784,0.60287,0.64823,0.62947,0.36777,1.60252,1.56128,1.5049,0.004192,0.004192,0.004192
90,274.394,1.0089,0.75343,1.02673,0.62485,0.62651,0.62851,0.36832,1.61462,1.51751,1.50849,0.004126,0.004126,0.004126
91,277.338,1.0193,0.74584,1.02952,0.66608,0.63651,0.64608,0.38055,1.62522,1.52795,1.51118,0.00406,0.00406,0.00406
92,280.392,1.02289,0.73993,1.03127,0.64107,0.66619,0.6424,0.37471,1.59502,1.47929,1.48173,0.003994,0.003994,0.003994
93,283.395,1.00323,0.7234,1.02218,0.59432,0.67666,0.64337,0.3876,1.60226,1.50275,1.51006,0.003928,0.003928,0.003928
94,286.422,0.9895,0.71547,1.02262,0.64334,0.62092,0.63617,0.38762,1.60462,1.50495,1.52462,0.003862,0.003862,0.003862
95,289.446,0.98203,0.69595,1.01944,0.63583,0.6441,0.63486,0.3816,1.60859,1.52284,1.50432,0.003796,0.003796,0.003796
96,292.454,0.98151,0.69604,1.01274,0.64763,0.62578,0.6386,0.37866,1.61336,1.47907,1.49558,0.00373,0.00373,0.00373
97,295.426,0.96767,0.68517,1.00853,0.6695,0.62714,0.64059,0.38581,1.57698,1.43857,1.48208,0.003664,0.003664,0.003664
98,298.511,0.97025,0.70833,1.01385,0.69322,0.62734,0.63465,0.38354,1.61315,1.50429,1.50104,0.003598,0.003598,0.003598
99,301.544,0.96566,0.69394,1.01841,0.69632,0.5774,0.62041,0.37899,1.58504,1.48438,1.47389,0.003532,0.003532,0.003532
100,304.58,0.94885,0.6857,1.00335,0.64136,0.62752,0.63288,0.3786,1.59092,1.51666,1.48885,0.003466,0.003466,0.003466
101,307.611,0.94409,0.67661,0.99989,0.61004,0.64987,0.63201,0.377,1.61944,1.5101,1.52425,0.0034,0.0034,0.0034
102,310.628,0.94982,0.67307,1.00573,0.60754,0.64776,0.62005,0.37189,1.64832,1.59239,1.52481,0.003334,0.003334,0.003334
103,313.643,0.97264,0.68972,1.01695,0.642,0.63569,0.62157,0.36928,1.66611,1.52431,1.54274,0.003268,0.003268,0.003268
104,316.7,0.94263,0.66262,0.99967,0.62078,0.65842,0.62639,0.37906,1.59805,1.52951,1.50827,0.003202,0.003202,0.003202
105,319.72,0.92798,0.65624,0.99694,0.66395,0.63495,0.62621,0.38099,1.58636,1.53344,1.49775,0.003136,0.003136,0.003136
106,322.805,0.92613,0.6531,0.99276,0.64418,0.62579,0.63533,0.38623,1.61363,1.56202,1.50779,0.00307,0.00307,0.00307
107,325.82,0.94184,0.65408,0.99565,0.63184,0.61316,0.61375,0.36844,1.62372,1.5656,1.5044,0.003004,0.003004,0.003004
108,328.844,0.91556,0.65428,0.98949,0.70715,0.5937,0.63132,0.37653,1.61623,1.51737,1.52005,0.002938,0.002938,0.002938
109,331.896,0.92425,0.652,0.99634,0.65465,0.61572,0.6292,0.37922,1.58896,1.49179,1.49386,0.002872,0.002872,0.002872
110,334.979,0.91218,0.62986,0.98547,0.65103,0.61203,0.61936,0.37523,1.57821,1.54514,1.49538,0.002806,0.002806,0.002806
111,337.979,0.90196,0.64452,0.98871,0.67498,0.61846,0.64366,0.3904,1.59506,1.47668,1.49322,0.00274,0.00274,0.00274
112,340.978,0.90767,0.63636,0.98382,0.71605,0.58066,0.63498,0.38652,1.59344,1.48558,1.4962,0.002674,0.002674,0.002674
113,343.944,0.87963,0.62376,0.97597,0.69282,0.59723,0.62402,0.36795,1.59636,1.53506,1.51528,0.002608,0.002608,0.002608
114,346.948,0.88617,0.6158,0.98306,0.66396,0.62004,0.63061,0.37956,1.6009,1.54245,1.52448,0.002542,0.002542,0.002542
115,349.991,0.88915,0.61911,0.98238,0.66221,0.61771,0.63535,0.38943,1.57045,1.6054,1.48575,0.002476,0.002476,0.002476
116,353.002,0.8796,0.61646,0.97979,0.63161,0.64818,0.62532,0.38426,1.5739,1.62329,1.48368,0.00241,0.00241,0.00241
117,356.047,0.87347,0.62188,0.98185,0.70009,0.60637,0.63527,0.38605,1.58057,1.50986,1.4809,0.002344,0.002344,0.002344
118,359.019,0.86261,0.60897,0.97132,0.63395,0.64861,0.62116,0.37086,1.59225,1.55116,1.4779,0.002278,0.002278,0.002278
119,361.969,0.87298,0.61141,0.97721,0.67198,0.61254,0.63636,0.38909,1.59121,1.55697,1.49268,0.002212,0.002212,0.002212
120,365.003,0.86564,0.59874,0.97651,0.68586,0.58369,0.62385,0.38532,1.59225,1.56191,1.51223,0.002146,0.002146,0.002146
121,367.978,0.86348,0.593,0.98,0.702,0.57425,0.62714,0.38768,1.58224,1.57329,1.48335,0.00208,0.00208,0.00208
122,370.93,0.85666,0.60583,0.96716,0.60019,0.67853,0.64853,0.3922,1.61179,1.55198,1.50389,0.002014,0.002014,0.002014
123,373.99,0.86552,0.59483,0.97367,0.65618,0.63044,0.63879,0.3847,1.61783,1.53445,1.50402,0.001948,0.001948,0.001948
124,376.974,0.83678,0.58636,0.96853,0.70249,0.60983,0.63865,0.39042,1.5929,1.50456,1.49943,0.001882,0.001882,0.001882
125,379.968,0.85959,0.59454,0.9683,0.65254,0.62696,0.63366,0.38672,1.6063,1.51908,1.51386,0.001816,0.001816,0.001816
126,382.97,0.85735,0.59791,0.97127,0.65073,0.64004,0.63761,0.3853,1.60071,1.50197,1.51834,0.00175,0.00175,0.00175
127,385.978,0.84996,0.58912,0.96911,0.64226,0.66917,0.64506,0.39264,1.60506,1.50326,1.53403,0.001684,0.001684,0.001684
128,388.966,0.82764,0.57516,0.96654,0.67997,0.6347,0.6428,0.39476,1.57116,1.45656,1.51005,0.001618,0.001618,0.001618
129,391.964,0.83144,0.58712,0.97339,0.69828,0.62147,0.65213,0.39864,1.56393,1.47267,1.49775,0.001552,0.001552,0.001552
130,394.967,0.80759,0.57387,0.95645,0.68197,0.61087,0.64337,0.39267,1.59602,1.45398,1.5222,0.001486,0.001486,0.001486
131,398.021,0.82762,0.56971,0.96418,0.62729,0.66706,0.6444,0.39624,1.5764,1.4562,1.50757,0.00142,0.00142,0.00142
132,401.041,0.83038,0.57799,0.96971,0.61425,0.6699,0.63506,0.39566,1.57906,1.48843,1.5111,0.001354,0.001354,0.001354
133,404.083,0.80531,0.5609,0.95636,0.65702,0.64351,0.63976,0.39636,1.56323,1.50766,1.49442,0.001288,0.001288,0.001288
134,407.182,0.80606,0.55489,0.95194,0.66311,0.64231,0.64716,0.40096,1.59882,1.48865,1.5278,0.001222,0.001222,0.001222
135,410.259,0.78944,0.5447,0.9512,0.67225,0.63924,0.64915,0.40224,1.57142,1.49184,1.50581,0.001156,0.001156,0.001156
136,413.348,0.79513,0.54601,0.95821,0.65136,0.64781,0.64794,0.39898,1.56688,1.4899,1.49184,0.00109,0.00109,0.00109
137,416.347,0.79574,0.54167,0.95456,0.6418,0.66448,0.6499,0.40117,1.56743,1.48763,1.48137,0.001024,0.001024,0.001024
138,419.369,0.78026,0.54293,0.94786,0.64539,0.63567,0.64606,0.40228,1.56377,1.47629,1.49709,0.000958,0.000958,0.000958
139,422.411,0.78172,0.54162,0.95307,0.64612,0.65156,0.65226,0.40464,1.55018,1.44348,1.48583,0.000892,0.000892,0.000892
140,425.495,0.77655,0.53011,0.94834,0.64224,0.65606,0.64834,0.40541,1.5572,1.49396,1.49722,0.000826,0.000826,0.000826
141,442.864,0.72764,0.48998,0.94069,0.61999,0.66209,0.62363,0.38934,1.57515,1.52809,1.50933,0.00076,0.00076,0.00076
142,445.895,0.69413,0.47161,0.92547,0.63604,0.64125,0.62152,0.3851,1.57083,1.5365,1.51329,0.000694,0.000694,0.000694
143,448.852,0.68358,0.46901,0.92032,0.63216,0.6518,0.63144,0.3938,1.57145,1.55778,1.5113,0.000628,0.000628,0.000628
144,451.853,0.68913,0.45922,0.92414,0.65465,0.64744,0.6387,0.39638,1.56717,1.55064,1.50162,0.000562,0.000562,0.000562
145,454.891,0.67412,0.4623,0.92725,0.62126,0.66437,0.63579,0.39045,1.61934,1.55235,1.53241,0.000496,0.000496,0.000496
146,457.862,0.66693,0.45391,0.92031,0.6453,0.65076,0.63434,0.39193,1.59782,1.52516,1.51335,0.00043,0.00043,0.00043
147,460.9,0.66849,0.4528,0.92909,0.62812,0.67579,0.64064,0.39651,1.58685,1.53443,1.51618,0.000364,0.000364,0.000364
148,463.947,0.65155,0.44425,0.91765,0.65908,0.64958,0.64143,0.39366,1.59968,1.54055,1.52579,0.000298,0.000298,0.000298
149,467.039,0.65285,0.44605,0.9109,0.66406,0.64613,0.64356,0.39423,1.58874,1.52149,1.5194,0.000232,0.000232,0.000232
150,470.054,0.64676,0.43826,0.91118,0.65674,0.64482,0.64385,0.39596,1.57615,1.51511,1.51237,0.000166,0.000166,0.000166
