epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
101,460.717,0.88897,0.64324,1.00773,0.63953,0.65093,0.62563,0.37489,1.63562,1.50226,1.6393,0.0034,0.0034,0.0034
102,465.309,0.8823,0.63306,1.00772,0.64134,0.64348,0.61796,0.37257,1.6673,1.54358,1.66935,0.003334,0.003334,0.003334
103,469.851,0.89727,0.64926,1.01692,0.65047,0.61361,0.60905,0.36464,1.68016,1.57119,1.67094,0.003268,0.003268,0.003268
104,474.44,0.87636,0.62802,1.00071,0.65772,0.60834,0.60629,0.36559,1.66218,1.59192,1.68501,0.003202,0.003202,0.003202
105,478.917,0.864,0.61825,1.0001,0.65108,0.60264,0.59673,0.353,1.69923,1.59075,1.6962,0.003136,0.003136,0.003136
106,483.449,0.8549,0.60805,0.99238,0.62023,0.63994,0.60061,0.36032,1.67485,1.60954,1.68187,0.00307,0.00307,0.00307
107,487.914,0.8695,0.61836,0.99758,0.62691,0.64655,0.62652,0.37647,1.67795,1.65481,1.68097,0.003004,0.003004,0.003004
108,492.364,0.85262,0.62358,0.99723,0.63831,0.6388,0.61963,0.36653,1.66119,1.53945,1.67744,0.002938,0.002938,0.002938
109,496.807,0.85189,0.6275,0.99308,0.62892,0.65268,0.61848,0.36995,1.63667,1.58127,1.6548,0.002872,0.002872,0.002872
110,501.279,0.84348,0.5959,0.98301,0.65259,0.6047,0.63121,0.38203,1.64881,1.55213,1.641,0.002806,0.002806,0.002806
111,505.773,0.84557,0.61387,0.99084,0.64755,0.61991,0.62663,0.37654,1.63276,1.58077,1.62597,0.00274,0.00274,0.00274
112,510.321,0.85074,0.59319,0.98606,0.67839,0.60031,0.63164,0.38266,1.66432,1.56325,1.64717,0.002674,0.002674,0.002674
113,514.841,0.81511,0.5806,0.97686,0.65686,0.63181,0.62071,0.37521,1.65183,1.60024,1.64789,0.002608,0.002608,0.002608
114,519.429,0.82943,0.57941,0.97791,0.68334,0.61231,0.62562,0.37842,1.65326,1.58376,1.64057,0.002542,0.002542,0.002542
115,524.018,0.82358,0.58067,0.98113,0.65434,0.645,0.63181,0.37842,1.64771,1.59365,1.65639,0.002476,0.002476,0.002476
116,528.601,0.81645,0.58701,0.97927,0.66319,0.63426,0.62856,0.37988,1.6533,1.60932,1.64846,0.00241,0.00241,0.00241
117,533.147,0.81892,0.58789,0.98521,0.68905,0.58874,0.60953,0.36807,1.65409,1.65328,1.64674,0.002344,0.002344,0.002344
118,537.658,0.80066,0.56898,0.9734,0.69556,0.61018,0.61457,0.36784,1.67306,1.62714,1.658,0.002278,0.002278,0.002278
119,542.141,0.81487,0.58216,0.97984,0.66991,0.62959,0.62517,0.3741,1.62875,1.5892,1.62335,0.002212,0.002212,0.002212
120,546.624,0.80585,0.56899,0.97813,0.62818,0.64948,0.63583,0.38448,1.65327,1.59804,1.66574,0.002146,0.002146,0.002146
121,551.112,0.79115,0.55632,0.97362,0.65082,0.64314,0.62645,0.38473,1.62155,1.60441,1.66041,0.00208,0.00208,0.00208
122,555.648,0.79518,0.56474,0.97311,0.65818,0.6357,0.6355,0.38366,1.66259,1.58545,1.67086,0.002014,0.002014,0.002014
123,560.185,0.80026,0.565,0.97576,0.67355,0.64586,0.63168,0.38131,1.66802,1.58159,1.68381,0.001948,0.001948,0.001948
124,564.688,0.77673,0.55054,0.96447,0.64465,0.66538,0.62837,0.38539,1.64567,1.62071,1.6903,0.001882,0.001882,0.001882
125,569.205,0.79073,0.55639,0.97277,0.66637,0.64576,0.62956,0.39198,1.65405,1.5829,1.68865,0.001816,0.001816,0.001816
126,573.703,0.79039,0.56011,0.97213,0.65839,0.61882,0.62013,0.38134,1.65531,1.61284,1.67109,0.00175,0.00175,0.00175
127,578.189,0.78095,0.54549,0.96429,0.67871,0.61746,0.6218,0.37838,1.66705,1.56989,1.67935,0.001684,0.001684,0.001684
128,582.671,0.77229,0.54221,0.96323,0.6607,0.63899,0.62574,0.3863,1.66733,1.54988,1.68885,0.001618,0.001618,0.001618
129,587.166,0.77747,0.55326,0.97391,0.67052,0.63313,0.63287,0.38271,1.68217,1.57459,1.69111,0.001552,0.001552,0.001552
130,591.647,0.7585,0.53617,0.95622,0.66799,0.64323,0.62412,0.3781,1.66307,1.54332,1.68209,0.001486,0.001486,0.001486
131,596.141,0.75962,0.5296,0.96106,0.64924,0.62972,0.60986,0.37454,1.65777,1.58119,1.69024,0.00142,0.00142,0.00142
132,600.676,0.77076,0.54558,0.96926,0.68552,0.63059,0.63239,0.38507,1.64618,1.53799,1.67791,0.001354,0.001354,0.001354
133,605.159,0.74559,0.52139,0.95781,0.65026,0.63706,0.62549,0.38051,1.65797,1.52347,1.67748,0.001288,0.001288,0.001288
134,609.635,0.73867,0.51984,0.94927,0.67898,0.62284,0.64315,0.3929,1.67357,1.52754,1.6858,0.001222,0.001222,0.001222
135,614.184,0.73002,0.51067,0.94747,0.65006,0.62387,0.61904,0.37383,1.66906,1.58285,1.67855,0.001156,0.001156,0.001156
136,618.66,0.73131,0.51178,0.95149,0.65456,0.62745,0.63311,0.38756,1.66395,1.55712,1.68925,0.00109,0.00109,0.00109
137,623.173,0.72193,0.51041,0.94806,0.66412,0.62789,0.63369,0.38669,1.63746,1.51479,1.67344,0.001024,0.001024,0.001024
138,627.728,0.71585,0.50364,0.93679,0.65889,0.63357,0.63132,0.38347,1.66628,1.5283,1.69727,0.000958,0.000958,0.000958
139,632.194,0.71808,0.50387,0.94911,0.65224,0.63732,0.62037,0.37343,1.66613,1.54934,1.70204,0.000892,0.000892,0.000892
140,636.724,0.7152,0.50325,0.94953,0.65998,0.64052,0.62669,0.38039,1.64982,1.54947,1.68632,0.000826,0.000826,0.000826
141,655.498,0.65296,0.4458,0.93819,0.67594,0.62829,0.6134,0.37833,1.64703,1.55925,1.68341,0.00076,0.00076,0.00076
142,660.019,0.63533,0.43306,0.9161,0.65029,0.64434,0.61241,0.37521,1.63809,1.54828,1.6856,0.000694,0.000694,0.000694
143,664.485,0.6237,0.4233,0.91539,0.63501,0.66734,0.62425,0.38287,1.63697,1.56784,1.67695,0.000628,0.000628,0.000628
144,668.961,0.62622,0.42629,0.91608,0.66197,0.65918,0.62608,0.37844,1.66221,1.57233,1.70805,0.000562,0.000562,0.000562
145,673.43,0.61239,0.41204,0.92005,0.65828,0.6705,0.6291,0.38135,1.64739,1.54935,1.69149,0.000496,0.000496,0.000496
146,677.902,0.6101,0.4119,0.91275,0.65573,0.65424,0.63211,0.38631,1.65712,1.55427,1.69856,0.00043,0.00043,0.00043
147,682.369,0.619,0.42057,0.92594,0.65927,0.64875,0.63032,0.38434,1.65105,1.54696,1.68532,0.000364,0.000364,0.000364
148,686.951,0.59481,0.40694,0.9066,0.65849,0.67776,0.63563,0.38703,1.64097,1.54841,1.67935,0.000298,0.000298,0.000298
149,691.516,0.58782,0.40458,0.89994,0.67262,0.66456,0.64557,0.39506,1.64356,1.53604,1.67839,0.000232,0.000232,0.000232
150,696.082,0.58699,0.40501,0.90655,0.66018,0.66263,0.63897,0.39074,1.64759,1.55914,1.68449,0.000166,0.000166,0.000166
